"Date(UTC)","Value"
"6/9/2020 3:17:00 PM","101552"
"6/9/2020 3:18:00 PM","101566"
"6/9/2020 3:19:00 PM","101446"
"6/9/2020 3:20:00 PM","101863"
"6/9/2020 3:21:00 PM","101792"
"6/9/2020 3:22:00 PM","101511"
"6/9/2020 3:23:00 PM","101581"
"6/9/2020 3:24:00 PM","101707"
"6/9/2020 3:25:00 PM","101431"
"6/9/2020 3:26:00 PM","101137"
"6/9/2020 3:27:00 PM","101406"
"6/9/2020 3:28:00 PM","101448"
"6/9/2020 3:29:00 PM","101400"
"6/9/2020 3:30:00 PM","102211"
"6/9/2020 3:31:00 PM","102241"
"6/9/2020 3:32:00 PM","102343"
"6/9/2020 3:33:00 PM","102372"
"6/9/2020 3:34:00 PM","102388"
"6/9/2020 3:35:00 PM","102359"
"6/9/2020 3:36:00 PM","102354"
"6/9/2020 3:37:00 PM","102475"
"6/9/2020 3:38:00 PM","102259"
"6/9/2020 3:39:00 PM","101907"
"6/9/2020 3:40:00 PM","102268"
"6/9/2020 3:41:00 PM","101942"
"6/9/2020 3:42:00 PM","102222"
"6/9/2020 3:43:00 PM","102013"
"6/9/2020 3:44:00 PM","101990"
"6/9/2020 3:45:00 PM","101827"
"6/9/2020 3:46:00 PM","101636"
"6/9/2020 3:47:00 PM","101891"
"6/9/2020 3:48:00 PM","101633"
"6/9/2020 3:49:00 PM","101814"
"6/9/2020 3:50:00 PM","102118"
"6/9/2020 3:51:00 PM","101655"
"6/9/2020 3:52:00 PM","101872"
"6/9/2020 3:53:00 PM","101915"
"6/9/2020 3:54:00 PM","101911"
"6/9/2020 3:55:00 PM","102138"
"6/9/2020 3:56:00 PM","101753"
"6/9/2020 3:57:00 PM","101870"
"6/9/2020 3:58:00 PM","101656"
"6/9/2020 3:59:00 PM","101868"
"6/9/2020 4:00:00 PM","102295"
"6/9/2020 4:01:00 PM","102299"
"6/9/2020 4:02:00 PM","103013"
"6/9/2020 4:03:00 PM","102410"
"6/9/2020 4:04:00 PM","101941"
"6/9/2020 4:05:00 PM","101513"
"6/9/2020 4:06:00 PM","102094"
"6/9/2020 4:07:00 PM","102199"
"6/9/2020 4:08:00 PM","102563"
"6/9/2020 4:09:00 PM","102272"
"6/9/2020 4:10:00 PM","101668"
"6/9/2020 4:11:00 PM","101687"
"6/9/2020 4:12:00 PM","101840"
"6/9/2020 4:13:00 PM","101830"
"6/9/2020 4:14:00 PM","101907"
"6/9/2020 4:15:00 PM","102211"
"6/9/2020 4:16:00 PM","101703"
"6/9/2020 4:17:00 PM","101652"
"6/9/2020 4:18:00 PM","101959"
"6/9/2020 4:19:00 PM","102333"
"6/9/2020 4:20:00 PM","102395"
"6/9/2020 4:21:00 PM","102485"
"6/9/2020 4:22:00 PM","102820"
"6/9/2020 4:23:00 PM","102925"
"6/9/2020 4:24:00 PM","102894"
"6/9/2020 4:25:00 PM","102738"
"6/9/2020 4:26:00 PM","102961"
"6/9/2020 4:27:00 PM","103015"
"6/9/2020 4:28:00 PM","103018"
"6/9/2020 4:29:00 PM","102840"
"6/9/2020 4:30:00 PM","102948"
"6/9/2020 4:31:00 PM","102554"
"6/9/2020 4:32:00 PM","102931"
"6/9/2020 4:33:00 PM","102623"
"6/9/2020 4:34:00 PM","102845"
"6/9/2020 4:35:00 PM","102588"
"6/9/2020 4:36:00 PM","102657"
"6/9/2020 4:37:00 PM","102957"
"6/9/2020 4:38:00 PM","103005"
"6/9/2020 4:39:00 PM","102917"
"6/9/2020 4:40:00 PM","103051"
"6/9/2020 4:41:00 PM","103508"
"6/9/2020 4:42:00 PM","103414"
"6/9/2020 4:43:00 PM","103595"
"6/9/2020 4:44:00 PM","103623"
"6/9/2020 4:45:00 PM","103655"
"6/9/2020 4:46:00 PM","103816"
"6/9/2020 4:47:00 PM","103595"
"6/9/2020 4:48:00 PM","103629"
"6/9/2020 4:49:00 PM","103705"
"6/9/2020 4:50:00 PM","104054"
"6/9/2020 4:51:00 PM","103900"
"6/9/2020 4:52:00 PM","104406"
"6/9/2020 4:53:00 PM","104882"
"6/9/2020 4:54:00 PM","104378"
"6/9/2020 4:55:00 PM","104267"
"6/9/2020 4:56:00 PM","104139"
"6/9/2020 4:57:00 PM","103885"
"6/9/2020 4:58:00 PM","100373"
"6/9/2020 4:59:00 PM","100184"
"6/9/2020 5:00:00 PM","100730"
"6/9/2020 5:01:00 PM","100300"
"6/9/2020 5:02:00 PM","100519"
"6/9/2020 5:03:00 PM","100531"
"6/9/2020 5:04:00 PM","100705"
"6/9/2020 5:05:00 PM","100619"
"6/9/2020 5:06:00 PM","100461"
"6/9/2020 5:07:00 PM","100675"
"6/9/2020 5:08:00 PM","100316"
"6/9/2020 5:09:00 PM","100457"
"6/9/2020 5:10:00 PM","100181"
"6/9/2020 5:11:00 PM","100424"
"6/9/2020 5:12:00 PM","100094"
"6/9/2020 5:13:00 PM","99992"
"6/9/2020 5:14:00 PM","99947"
"6/9/2020 5:15:00 PM","99994"
"6/9/2020 5:16:00 PM","100330"
"6/9/2020 5:17:00 PM","100104"
"6/9/2020 5:18:00 PM","100373"
"6/9/2020 5:19:00 PM","100552"
"6/9/2020 5:20:00 PM","100628"
"6/9/2020 5:21:00 PM","100568"
"6/9/2020 5:22:00 PM","100820"
"6/9/2020 5:23:00 PM","101090"
"6/9/2020 5:24:00 PM","100768"
"6/9/2020 5:25:00 PM","100658"
"6/9/2020 5:26:00 PM","100749"
"6/9/2020 5:27:00 PM","100768"
"6/9/2020 5:28:00 PM","100559"
"6/9/2020 5:29:00 PM","100476"
"6/9/2020 5:30:00 PM","100282"
"6/9/2020 5:31:00 PM","100386"
"6/9/2020 5:32:00 PM","100753"
"6/9/2020 5:33:00 PM","100926"
"6/9/2020 5:34:00 PM","100793"
"6/9/2020 5:35:00 PM","101000"
"6/9/2020 5:36:00 PM","101059"
"6/9/2020 5:37:00 PM","101176"
"6/9/2020 5:38:00 PM","101043"
"6/9/2020 5:39:00 PM","100836"
"6/9/2020 5:40:00 PM","100641"
"6/9/2020 5:41:00 PM","100680"
"6/9/2020 5:42:00 PM","101104"
"6/9/2020 5:43:00 PM","101296"
"6/9/2020 5:44:00 PM","101389"
"6/9/2020 5:45:00 PM","101446"
"6/9/2020 5:46:00 PM","101356"
"6/9/2020 5:47:00 PM","101065"
"6/9/2020 5:48:00 PM","101237"
"6/9/2020 5:49:00 PM","100922"
"6/9/2020 5:50:00 PM","101079"
"6/9/2020 5:51:00 PM","101396"
"6/9/2020 5:52:00 PM","101175"
"6/9/2020 5:53:00 PM","101289"
"6/9/2020 5:54:00 PM","101106"
"6/9/2020 5:55:00 PM","101014"
"6/9/2020 5:56:00 PM","101061"
"6/9/2020 5:57:00 PM","101284"
"6/9/2020 5:58:00 PM","101696"
"6/9/2020 5:59:00 PM","101675"
"6/9/2020 6:00:00 PM","102153"
"6/9/2020 6:01:00 PM","102535"
"6/9/2020 6:02:00 PM","102689"
"6/9/2020 6:03:00 PM","102599"
"6/9/2020 6:04:00 PM","102830"
"6/9/2020 6:05:00 PM","102794"
"6/9/2020 6:06:00 PM","103321"
"6/9/2020 6:07:00 PM","102660"
"6/9/2020 6:08:00 PM","102590"
"6/9/2020 6:09:00 PM","102538"
"6/9/2020 6:10:00 PM","102833"
"6/9/2020 6:11:00 PM","102716"
"6/9/2020 6:12:00 PM","102770"
"6/9/2020 6:13:00 PM","102628"
"6/9/2020 6:14:00 PM","102570"
"6/9/2020 6:15:00 PM","102787"
"6/9/2020 6:16:00 PM","102427"
"6/9/2020 6:17:00 PM","102637"
"6/9/2020 6:18:00 PM","102568"
"6/9/2020 6:19:00 PM","102664"
"6/9/2020 6:20:00 PM","102517"
"6/9/2020 6:21:00 PM","102286"
"6/9/2020 6:22:00 PM","102360"
"6/9/2020 6:23:00 PM","102330"
"6/9/2020 6:24:00 PM","102396"
"6/9/2020 6:25:00 PM","102423"
"6/9/2020 6:26:00 PM","103290"
"6/9/2020 6:27:00 PM","102779"
"6/9/2020 6:28:00 PM","102780"
"6/9/2020 6:29:00 PM","103035"
"6/9/2020 6:30:00 PM","102901"
"6/9/2020 6:31:00 PM","102712"
"6/9/2020 6:32:00 PM","103019"
"6/9/2020 6:33:00 PM","102545"
"6/9/2020 6:34:00 PM","102473"
"6/9/2020 6:35:00 PM","102350"
"6/9/2020 6:36:00 PM","102129"
"6/9/2020 6:37:00 PM","102200"
"6/9/2020 6:38:00 PM","102268"
"6/9/2020 6:39:00 PM","102529"
"6/9/2020 6:40:00 PM","102378"
"6/9/2020 6:41:00 PM","102488"
"6/9/2020 6:42:00 PM","102550"
"6/9/2020 6:43:00 PM","102808"
"6/9/2020 6:44:00 PM","102502"
"6/9/2020 6:45:00 PM","102479"
"6/9/2020 6:47:00 PM","102571"
"6/9/2020 6:48:00 PM","102771"
"6/9/2020 6:49:00 PM","102580"
"6/9/2020 6:50:00 PM","102723"
"6/9/2020 6:51:00 PM","102741"
"6/9/2020 6:52:00 PM","102468"
"6/9/2020 6:53:00 PM","102375"
"6/9/2020 6:54:00 PM","102255"
"6/9/2020 6:55:00 PM","102314"
"6/9/2020 6:56:00 PM","102354"
"6/9/2020 6:57:00 PM","102415"
"6/9/2020 6:58:00 PM","102413"
"6/9/2020 6:59:00 PM","102568"
"6/9/2020 7:00:00 PM","102487"
"6/9/2020 7:01:00 PM","102462"
"6/9/2020 7:02:00 PM","102492"
"6/9/2020 7:03:00 PM","102201"
"6/9/2020 7:04:00 PM","102400"
"6/9/2020 7:05:00 PM","102195"
"6/9/2020 7:06:00 PM","102601"
"6/9/2020 7:07:00 PM","102559"
"6/9/2020 7:08:00 PM","102552"
"6/9/2020 7:09:00 PM","102363"
"6/9/2020 7:10:00 PM","102462"
"6/9/2020 7:11:00 PM","102623"
"6/9/2020 7:12:00 PM","102775"
"6/9/2020 7:13:00 PM","102749"
"6/9/2020 7:14:00 PM","102924"
"6/9/2020 7:15:00 PM","103111"
"6/9/2020 7:16:00 PM","103411"
"6/9/2020 7:17:00 PM","103129"
"6/9/2020 7:18:00 PM","102885"
"6/9/2020 7:19:00 PM","102672"
"6/9/2020 7:20:00 PM","100249"
"6/9/2020 7:21:00 PM","99589"
"6/9/2020 7:22:00 PM","99781"
"6/9/2020 7:23:00 PM","99982"
"6/9/2020 7:24:00 PM","99908"
"6/9/2020 7:25:00 PM","100021"
"6/9/2020 7:26:00 PM","99781"
"6/9/2020 7:27:00 PM","99577"
"6/9/2020 7:28:00 PM","99731"
"6/9/2020 7:29:00 PM","99621"
"6/9/2020 7:30:00 PM","99610"
"6/9/2020 7:31:00 PM","99843"
"6/9/2020 7:32:00 PM","99842"
"6/9/2020 7:33:00 PM","99765"
"6/9/2020 7:34:00 PM","99715"
"6/9/2020 7:35:00 PM","100013"
"6/9/2020 7:36:00 PM","100136"
"6/9/2020 7:37:00 PM","100374"
"6/9/2020 7:38:00 PM","100092"
"6/9/2020 7:39:00 PM","100302"
"6/9/2020 7:40:00 PM","100278"
"6/9/2020 7:41:00 PM","100243"
"6/9/2020 7:42:00 PM","100163"
"6/9/2020 7:43:00 PM","100376"
"6/9/2020 7:44:00 PM","100108"
"6/9/2020 7:45:00 PM","100292"
"6/9/2020 7:46:00 PM","100245"
"6/9/2020 7:47:00 PM","100486"
"6/9/2020 7:48:00 PM","100275"
"6/9/2020 7:49:00 PM","100417"
"6/9/2020 7:50:00 PM","100441"
"6/9/2020 7:51:00 PM","100523"
"6/9/2020 7:52:00 PM","100753"
"6/9/2020 7:53:00 PM","100883"
"6/9/2020 7:54:00 PM","101148"
"6/9/2020 7:55:00 PM","101054"
"6/9/2020 7:56:00 PM","101199"
"6/9/2020 7:57:00 PM","101298"
"6/9/2020 7:58:00 PM","101571"
"6/9/2020 7:59:00 PM","101204"
"6/9/2020 8:00:00 PM","101566"
"6/9/2020 8:01:00 PM","101706"
"6/9/2020 8:02:00 PM","101742"
"6/9/2020 8:03:00 PM","101864"
"6/9/2020 8:04:00 PM","102006"
"6/9/2020 8:05:00 PM","102018"
"6/9/2020 8:06:00 PM","101945"
"6/9/2020 8:07:00 PM","101787"
"6/9/2020 8:08:00 PM","101842"
"6/9/2020 8:09:00 PM","101870"
"6/9/2020 8:10:00 PM","102124"
"6/9/2020 8:11:00 PM","102290"
"6/9/2020 8:12:00 PM","102377"
"6/9/2020 8:13:00 PM","102529"
"6/9/2020 8:14:00 PM","101899"
"6/9/2020 8:15:00 PM","101904"
"6/9/2020 8:16:00 PM","101834"
"6/9/2020 8:17:00 PM","101625"
"6/9/2020 8:18:00 PM","101368"
"6/9/2020 8:19:00 PM","101331"
"6/9/2020 8:20:00 PM","101342"
"6/9/2020 8:21:00 PM","101105"
"6/9/2020 8:22:00 PM","100967"
"6/9/2020 8:23:00 PM","100937"
"6/9/2020 8:24:00 PM","100862"
"6/9/2020 8:25:00 PM","100959"
"6/9/2020 8:26:00 PM","100684"
"6/9/2020 8:27:00 PM","100863"
"6/9/2020 8:28:00 PM","100714"
"6/9/2020 8:29:00 PM","100798"
"6/9/2020 8:30:00 PM","100826"
"6/9/2020 8:31:00 PM","100839"
"6/9/2020 8:32:00 PM","101724"
"6/9/2020 8:33:00 PM","101914"
"6/9/2020 8:34:00 PM","101864"
"6/9/2020 8:35:00 PM","101916"
"6/9/2020 8:36:00 PM","101889"
"6/9/2020 8:37:00 PM","102197"
"6/9/2020 8:38:00 PM","101893"
"6/9/2020 8:39:00 PM","101999"
"6/9/2020 8:40:00 PM","102111"
"6/9/2020 8:41:00 PM","102112"
"6/9/2020 8:42:00 PM","101987"
"6/9/2020 8:43:00 PM","102186"
"6/9/2020 8:44:00 PM","102202"
"6/9/2020 8:45:00 PM","102187"
"6/9/2020 8:46:00 PM","102243"
"6/9/2020 8:47:00 PM","102019"
"6/9/2020 8:48:00 PM","101919"
"6/9/2020 8:49:00 PM","102261"
"6/9/2020 8:50:00 PM","102384"
"6/9/2020 8:51:00 PM","102539"
"6/9/2020 8:52:00 PM","102769"
"6/9/2020 8:53:00 PM","102695"
"6/9/2020 8:54:00 PM","102571"
"6/9/2020 8:55:00 PM","102539"
"6/9/2020 8:56:00 PM","102643"
"6/9/2020 8:57:00 PM","102799"
"6/9/2020 8:58:00 PM","102764"
"6/9/2020 8:59:00 PM","102976"
"6/9/2020 9:00:00 PM","103558"
"6/9/2020 9:01:00 PM","104154"
"6/9/2020 9:02:00 PM","104279"
"6/9/2020 9:03:00 PM","104080"
"6/9/2020 9:04:00 PM","103886"
"6/9/2020 9:05:00 PM","103529"
"6/9/2020 9:06:00 PM","103879"
"6/9/2020 9:07:00 PM","104399"
"6/9/2020 9:08:00 PM","103811"
"6/9/2020 9:09:00 PM","103908"
"6/9/2020 9:10:00 PM","103555"
"6/9/2020 9:11:00 PM","103337"
"6/9/2020 9:12:00 PM","103373"
"6/9/2020 9:13:00 PM","103365"
"6/9/2020 9:14:00 PM","103464"
"6/9/2020 9:15:00 PM","103283"
"6/9/2020 9:16:00 PM","103278"
"6/9/2020 9:17:00 PM","103361"
"6/9/2020 9:18:00 PM","103505"
"6/9/2020 9:19:00 PM","103171"
"6/9/2020 9:20:00 PM","103405"
"6/9/2020 9:21:00 PM","103355"
"6/9/2020 9:22:00 PM","103256"
"6/9/2020 9:23:00 PM","103225"
"6/9/2020 9:24:00 PM","103002"
"6/9/2020 9:25:00 PM","103064"
"6/9/2020 9:26:00 PM","102930"
"6/9/2020 9:27:00 PM","102783"
"6/9/2020 9:28:00 PM","102584"
"6/9/2020 9:29:00 PM","102866"
"6/9/2020 9:30:00 PM","102520"
"6/9/2020 9:31:00 PM","102633"
"6/9/2020 9:32:00 PM","102503"
"6/9/2020 9:33:00 PM","102585"
"6/9/2020 9:34:00 PM","102398"
"6/9/2020 9:35:00 PM","102330"
"6/9/2020 9:36:00 PM","102519"
"6/9/2020 9:37:00 PM","102352"
"6/9/2020 9:38:00 PM","99486"
"6/9/2020 9:39:00 PM","99479"
"6/9/2020 9:40:00 PM","99880"
"6/9/2020 9:41:00 PM","99840"
"6/9/2020 9:42:00 PM","99618"
"6/9/2020 9:43:00 PM","99556"
"6/9/2020 9:44:00 PM","99592"
"6/9/2020 9:45:00 PM","99409"
"6/9/2020 9:46:00 PM","99345"
"6/9/2020 9:47:00 PM","99497"
"6/9/2020 9:48:00 PM","99454"
"6/9/2020 9:49:00 PM","99463"
"6/9/2020 9:50:00 PM","99344"
"6/9/2020 9:51:00 PM","99539"
"6/9/2020 9:52:00 PM","99567"
"6/9/2020 9:53:00 PM","99590"
"6/9/2020 9:54:00 PM","99761"
"6/9/2020 9:55:00 PM","100044"
"6/9/2020 9:56:00 PM","99998"
"6/9/2020 9:57:00 PM","100232"
"6/9/2020 9:58:00 PM","100520"
"6/9/2020 9:59:00 PM","100305"
"6/9/2020 10:00:00 PM","100658"
"6/9/2020 10:01:00 PM","100627"
"6/9/2020 10:02:00 PM","100469"
"6/9/2020 10:03:00 PM","100745"
"6/9/2020 10:04:00 PM","100299"
"6/9/2020 10:05:00 PM","100236"
"6/9/2020 10:06:00 PM","100769"
"6/9/2020 10:07:00 PM","100583"
"6/9/2020 10:08:00 PM","100713"
"6/9/2020 10:09:00 PM","100454"
"6/9/2020 10:10:00 PM","100044"
"6/9/2020 10:11:00 PM","100647"
"6/9/2020 10:12:00 PM","100597"
"6/9/2020 10:13:00 PM","100899"
"6/9/2020 10:14:00 PM","100734"
"6/9/2020 10:15:00 PM","100367"
"6/9/2020 10:16:00 PM","100444"
"6/9/2020 10:17:00 PM","100241"
"6/9/2020 10:18:00 PM","100197"
"6/9/2020 10:19:00 PM","99993"
"6/9/2020 10:20:00 PM","99984"
"6/9/2020 10:21:00 PM","99977"
"6/9/2020 10:22:00 PM","100084"
"6/9/2020 10:23:00 PM","100008"
"6/9/2020 10:24:00 PM","100123"
"6/9/2020 10:25:00 PM","100179"
"6/9/2020 10:26:00 PM","99877"
"6/9/2020 10:27:00 PM","99849"
"6/9/2020 10:28:00 PM","99792"
"6/9/2020 10:29:00 PM","99901"
"6/9/2020 10:30:00 PM","99897"
"6/9/2020 10:31:00 PM","99719"
"6/9/2020 10:32:00 PM","99872"
"6/9/2020 10:33:00 PM","99744"
"6/9/2020 10:34:00 PM","99878"
"6/9/2020 10:35:00 PM","99756"
"6/9/2020 10:36:00 PM","99826"
"6/9/2020 10:37:00 PM","99878"
"6/9/2020 10:38:00 PM","99962"
"6/9/2020 10:39:00 PM","100372"
"6/9/2020 10:40:00 PM","100313"
"6/9/2020 10:41:00 PM","100432"
"6/9/2020 10:42:00 PM","100370"
"6/9/2020 10:43:00 PM","100608"
"6/9/2020 10:44:00 PM","100938"
"6/9/2020 10:45:00 PM","100806"
"6/9/2020 10:46:00 PM","100902"
"6/9/2020 10:47:00 PM","101284"
"6/9/2020 10:48:00 PM","101288"
"6/9/2020 10:49:00 PM","101473"
"6/9/2020 10:50:00 PM","101434"
"6/9/2020 10:51:00 PM","101747"
"6/9/2020 10:52:00 PM","101571"
"6/9/2020 10:53:00 PM","101857"
"6/9/2020 10:54:00 PM","101570"
"6/9/2020 10:55:00 PM","101650"
"6/9/2020 10:56:00 PM","101485"
"6/9/2020 10:57:00 PM","101533"
"6/9/2020 10:58:00 PM","101689"
"6/9/2020 10:59:00 PM","101751"
"6/9/2020 11:00:00 PM","101857"
"6/9/2020 11:01:00 PM","102147"
"6/9/2020 11:02:00 PM","102311"
"6/9/2020 11:03:00 PM","102362"
"6/9/2020 11:04:00 PM","102255"
"6/9/2020 11:05:00 PM","102615"
"6/9/2020 11:06:00 PM","102521"
"6/9/2020 11:07:00 PM","102518"
"6/9/2020 11:08:00 PM","102298"
"6/9/2020 11:09:00 PM","102551"
"6/9/2020 11:10:00 PM","102558"
"6/9/2020 11:11:00 PM","102449"
"6/9/2020 11:12:00 PM","102288"
"6/9/2020 11:13:00 PM","103155"
"6/9/2020 11:14:00 PM","103209"
"6/9/2020 11:15:00 PM","102963"
"6/9/2020 11:16:00 PM","103086"
"6/9/2020 11:17:00 PM","103185"
"6/9/2020 11:18:00 PM","103169"
"6/9/2020 11:19:00 PM","103044"
"6/9/2020 11:20:00 PM","103085"
"6/9/2020 11:21:00 PM","103092"
"6/9/2020 11:22:00 PM","102954"
"6/9/2020 11:23:00 PM","102719"
"6/9/2020 11:24:00 PM","102481"
"6/9/2020 11:25:00 PM","102192"
"6/9/2020 11:26:00 PM","102125"
"6/9/2020 11:27:00 PM","102291"
"6/9/2020 11:28:00 PM","102095"
"6/9/2020 11:29:00 PM","102146"
"6/9/2020 11:30:00 PM","102176"
"6/9/2020 11:31:00 PM","102222"
"6/9/2020 11:32:00 PM","102333"
"6/9/2020 11:33:00 PM","102292"
"6/9/2020 11:34:00 PM","102242"
"6/9/2020 11:35:00 PM","102594"
"6/9/2020 11:36:00 PM","102873"
"6/9/2020 11:37:00 PM","102965"
"6/9/2020 11:38:00 PM","102406"
"6/9/2020 11:39:00 PM","102310"
"6/9/2020 11:40:00 PM","102306"
"6/9/2020 11:41:00 PM","102297"
"6/9/2020 11:42:00 PM","102544"
"6/9/2020 11:43:00 PM","102828"
"6/9/2020 11:44:00 PM","102772"
"6/9/2020 11:45:00 PM","102924"
"6/9/2020 11:46:00 PM","102308"
"6/9/2020 11:47:00 PM","102956"
"6/9/2020 11:48:00 PM","102902"
"6/9/2020 11:49:00 PM","102685"
"6/9/2020 11:50:00 PM","102995"
"6/9/2020 11:51:00 PM","102673"
"6/9/2020 11:52:00 PM","103019"
"6/9/2020 11:53:00 PM","102885"
"6/9/2020 11:54:00 PM","103444"
"6/9/2020 11:55:00 PM","100109"
"6/9/2020 11:56:00 PM","99683"
"6/9/2020 11:57:00 PM","99559"
"6/9/2020 11:58:00 PM","99699"
"6/9/2020 11:59:00 PM","99582"
"6/10/2020","100103"
"6/10/2020 12:01:00 AM","100481"
"6/10/2020 12:02:00 AM","100954"
"6/10/2020 12:03:00 AM","101335"
"6/10/2020 12:04:00 AM","100886"
"6/10/2020 12:05:00 AM","100717"
"6/10/2020 12:06:00 AM","100690"
"6/10/2020 12:07:00 AM","100542"
"6/10/2020 12:08:00 AM","100499"
"6/10/2020 12:09:00 AM","100348"
"6/10/2020 12:10:00 AM","100528"
"6/10/2020 12:11:00 AM","100560"
"6/10/2020 12:12:00 AM","100417"
"6/10/2020 12:13:00 AM","100330"
"6/10/2020 12:14:00 AM","100345"
"6/10/2020 12:15:00 AM","100287"
"6/10/2020 12:16:00 AM","100464"
"6/10/2020 12:17:00 AM","100705"
"6/10/2020 12:18:00 AM","100509"
"6/10/2020 12:19:00 AM","100507"
"6/10/2020 12:20:00 AM","100650"
"6/10/2020 12:21:00 AM","100926"
"6/10/2020 12:22:00 AM","101059"
"6/10/2020 12:23:00 AM","101008"
"6/10/2020 12:24:00 AM","101063"
"6/10/2020 12:25:00 AM","101270"
"6/10/2020 12:26:00 AM","101525"
"6/10/2020 12:27:00 AM","101701"
"6/10/2020 12:28:00 AM","101733"
"6/10/2020 12:29:00 AM","101947"
"6/10/2020 12:30:00 AM","101553"
"6/10/2020 12:31:00 AM","101590"
"6/10/2020 12:32:00 AM","101606"
"6/10/2020 12:33:00 AM","101513"
"6/10/2020 12:34:00 AM","101488"
"6/10/2020 12:35:00 AM","101094"
"6/10/2020 12:36:00 AM","101296"
"6/10/2020 12:37:00 AM","100879"
"6/10/2020 12:38:00 AM","100666"
"6/10/2020 12:39:00 AM","100676"
"6/10/2020 12:40:00 AM","100689"
"6/10/2020 12:41:00 AM","100527"
"6/10/2020 12:42:00 AM","100447"
"6/10/2020 12:43:00 AM","100330"
"6/10/2020 12:44:00 AM","100273"
"6/10/2020 12:45:00 AM","100626"
"6/10/2020 12:46:00 AM","100781"
"6/10/2020 12:47:00 AM","100753"
"6/10/2020 12:48:00 AM","100617"
"6/10/2020 12:49:00 AM","100547"
"6/10/2020 12:50:00 AM","101813"
"6/10/2020 12:51:00 AM","102133"
"6/10/2020 12:52:00 AM","102174"
"6/10/2020 12:53:00 AM","102084"
"6/10/2020 12:54:00 AM","101474"
"6/10/2020 12:55:00 AM","101484"
"6/10/2020 12:56:00 AM","101488"
"6/10/2020 12:57:00 AM","101620"
"6/10/2020 12:58:00 AM","101477"
"6/10/2020 12:59:00 AM","101502"
"6/10/2020 1:00:00 AM","101435"
"6/10/2020 1:01:00 AM","101779"
"6/10/2020 1:02:00 AM","101938"
"6/10/2020 1:03:00 AM","101821"
"6/10/2020 1:04:00 AM","101926"
"6/10/2020 1:05:00 AM","102105"
"6/10/2020 1:06:00 AM","101739"
"6/10/2020 1:07:00 AM","101533"
"6/10/2020 1:08:00 AM","102242"
"6/10/2020 1:09:00 AM","102087"
"6/10/2020 1:10:00 AM","101887"
"6/10/2020 1:11:00 AM","101843"
"6/10/2020 1:12:00 AM","101336"
"6/10/2020 1:13:00 AM","101303"
"6/10/2020 1:14:00 AM","101195"
"6/10/2020 1:15:00 AM","101332"
"6/10/2020 1:16:00 AM","101305"
"6/10/2020 1:17:00 AM","101333"
"6/10/2020 1:18:00 AM","101655"
"6/10/2020 1:19:00 AM","101442"
"6/10/2020 1:20:00 AM","101518"
"6/10/2020 1:21:00 AM","101164"
"6/10/2020 1:22:00 AM","101164"
"6/10/2020 1:23:00 AM","101324"
"6/10/2020 1:24:00 AM","101725"
"6/10/2020 1:25:00 AM","101713"
"6/10/2020 1:26:00 AM","101575"
"6/10/2020 1:27:00 AM","101525"
"6/10/2020 1:28:00 AM","101503"
"6/10/2020 1:29:00 AM","101668"
"6/10/2020 1:30:00 AM","101461"
"6/10/2020 1:31:00 AM","101544"
"6/10/2020 1:32:00 AM","101624"
"6/10/2020 1:33:00 AM","101393"
"6/10/2020 1:34:00 AM","101641"
"6/10/2020 1:35:00 AM","101513"
"6/10/2020 1:36:00 AM","101747"
"6/10/2020 1:37:00 AM","102014"
"6/10/2020 1:38:00 AM","101755"
"6/10/2020 1:39:00 AM","102193"
"6/10/2020 1:40:00 AM","102054"
"6/10/2020 1:41:00 AM","102281"
"6/10/2020 1:42:00 AM","101832"
"6/10/2020 1:43:00 AM","101601"
"6/10/2020 1:44:00 AM","101817"
"6/10/2020 1:45:00 AM","101976"
"6/10/2020 1:46:00 AM","102051"
"6/10/2020 1:47:00 AM","102195"
"6/10/2020 1:48:00 AM","102059"
"6/10/2020 1:49:00 AM","102266"
"6/10/2020 1:50:00 AM","102365"
"6/10/2020 1:51:00 AM","102343"
"6/10/2020 1:52:00 AM","102348"
"6/10/2020 1:53:00 AM","102749"
"6/10/2020 1:54:00 AM","102775"
"6/10/2020 1:55:00 AM","102736"
"6/10/2020 1:56:00 AM","102451"
"6/10/2020 1:57:00 AM","102714"
"6/10/2020 1:58:00 AM","102287"
"6/10/2020 1:59:00 AM","102245"
"6/10/2020 2:00:00 AM","102906"
"6/10/2020 2:01:00 AM","103347"
"6/10/2020 2:02:00 AM","103585"
"6/10/2020 2:03:00 AM","103760"
"6/10/2020 2:04:00 AM","103600"
"6/10/2020 2:05:00 AM","103474"
"6/10/2020 2:06:00 AM","103072"
"6/10/2020 2:07:00 AM","103096"
"6/10/2020 2:08:00 AM","102930"
"6/10/2020 2:09:00 AM","103109"
"6/10/2020 2:10:00 AM","102727"
"6/10/2020 2:11:00 AM","103291"
"6/10/2020 2:12:00 AM","102896"
"6/10/2020 2:13:00 AM","99898"
"6/10/2020 2:14:00 AM","100123"
"6/10/2020 2:15:00 AM","100404"
"6/10/2020 2:16:00 AM","100506"
"6/10/2020 2:17:00 AM","100340"
"6/10/2020 2:18:00 AM","100606"
"6/10/2020 2:19:00 AM","100951"
"6/10/2020 2:20:00 AM","100973"
"6/10/2020 2:21:00 AM","100811"
"6/10/2020 2:22:00 AM","100791"
"6/10/2020 2:23:00 AM","101004"
