"Date(UTC)","Value"
"6/8/2020 2:22:00 PM","103285"
"6/8/2020 2:23:00 PM","103054"
"6/8/2020 2:24:00 PM","103336"
"6/8/2020 2:25:00 PM","103389"
"6/8/2020 2:26:00 PM","103031"
"6/8/2020 2:27:00 PM","102564"
"6/8/2020 2:28:00 PM","102874"
"6/8/2020 2:29:00 PM","103190"
"6/8/2020 2:30:00 PM","103103"
"6/8/2020 2:31:00 PM","103033"
"6/8/2020 2:32:00 PM","103186"
"6/8/2020 2:33:00 PM","102685"
"6/8/2020 2:34:00 PM","103006"
"6/8/2020 2:35:00 PM","103080"
"6/8/2020 2:36:00 PM","103356"
"6/8/2020 2:37:00 PM","103297"
"6/8/2020 2:38:00 PM","103352"
"6/8/2020 2:39:00 PM","103468"
"6/8/2020 2:40:00 PM","103873"
"6/8/2020 2:41:00 PM","104042"
"6/8/2020 2:42:00 PM","103915"
"6/8/2020 2:43:00 PM","103817"
"6/8/2020 2:44:00 PM","103798"
"6/8/2020 2:45:00 PM","103773"
"6/8/2020 2:46:00 PM","104369"
"6/8/2020 2:47:00 PM","104530"
"6/8/2020 2:48:00 PM","104987"
"6/8/2020 2:49:00 PM","104881"
"6/8/2020 2:50:00 PM","104402"
"6/8/2020 2:51:00 PM","104101"
"6/8/2020 2:52:00 PM","104459"
"6/8/2020 2:53:00 PM","104744"
"6/8/2020 2:54:00 PM","104591"
"6/8/2020 2:55:00 PM","104650"
"6/8/2020 2:56:00 PM","104836"
"6/8/2020 2:57:00 PM","104773"
"6/8/2020 2:58:00 PM","104663"
"6/8/2020 2:59:00 PM","104984"
"6/8/2020 3:00:00 PM","105215"
"6/8/2020 3:01:00 PM","105458"
"6/8/2020 3:02:00 PM","105592"
"6/8/2020 3:03:00 PM","105377"
"6/8/2020 3:04:00 PM","105876"
"6/8/2020 3:05:00 PM","101150"
"6/8/2020 3:06:00 PM","99980"
"6/8/2020 3:07:00 PM","99715"
"6/8/2020 3:08:00 PM","99636"
"6/8/2020 3:09:00 PM","99464"
"6/8/2020 3:10:00 PM","99693"
"6/8/2020 3:11:00 PM","99320"
"6/8/2020 3:12:00 PM","99331"
"6/8/2020 3:13:00 PM","99025"
"6/8/2020 3:14:00 PM","99735"
"6/8/2020 3:15:00 PM","99982"
"6/8/2020 3:16:00 PM","99757"
"6/8/2020 3:17:00 PM","99647"
"6/8/2020 3:18:00 PM","100084"
"6/8/2020 3:19:00 PM","99760"
"6/8/2020 3:20:00 PM","99751"
"6/8/2020 3:21:00 PM","99899"
"6/8/2020 3:22:00 PM","99624"
"6/8/2020 3:23:00 PM","99660"
"6/8/2020 3:24:00 PM","99994"
"6/8/2020 3:25:00 PM","100514"
"6/8/2020 3:26:00 PM","99900"
"6/8/2020 3:27:00 PM","100107"
"6/8/2020 3:28:00 PM","99976"
"6/8/2020 3:29:00 PM","100075"
"6/8/2020 3:30:00 PM","99700"
"6/8/2020 3:31:00 PM","99660"
"6/8/2020 3:32:00 PM","99653"
"6/8/2020 3:33:00 PM","99531"
"6/8/2020 3:34:00 PM","99485"
"6/8/2020 3:35:00 PM","99378"
"6/8/2020 3:36:00 PM","99464"
"6/8/2020 3:37:00 PM","99428"
"6/8/2020 3:38:00 PM","100058"
"6/8/2020 3:39:00 PM","99834"
"6/8/2020 3:40:00 PM","99925"
"6/8/2020 3:41:00 PM","100063"
"6/8/2020 3:42:00 PM","100091"
"6/8/2020 3:43:00 PM","99965"
"6/8/2020 3:44:00 PM","99966"
"6/8/2020 3:45:00 PM","99669"
"6/8/2020 3:46:00 PM","99441"
"6/8/2020 3:47:00 PM","99258"
"6/8/2020 3:48:00 PM","99847"
"6/8/2020 3:49:00 PM","99821"
"6/8/2020 3:50:00 PM","100128"
"6/8/2020 3:51:00 PM","100114"
"6/8/2020 3:52:00 PM","100305"
"6/8/2020 3:53:00 PM","99992"
"6/8/2020 3:54:00 PM","99745"
"6/8/2020 3:55:00 PM","99977"
"6/8/2020 3:56:00 PM","99848"
"6/8/2020 3:57:00 PM","99771"
"6/8/2020 3:58:00 PM","100013"
"6/8/2020 3:59:00 PM","100257"
"6/8/2020 4:00:00 PM","100002"
"6/8/2020 4:01:00 PM","99700"
"6/8/2020 4:02:00 PM","99816"
"6/8/2020 4:03:00 PM","100466"
"6/8/2020 4:04:00 PM","99985"
"6/8/2020 4:05:00 PM","100562"
"6/8/2020 4:06:00 PM","100543"
"6/8/2020 4:07:00 PM","100726"
"6/8/2020 4:08:00 PM","100668"
"6/8/2020 4:09:00 PM","100374"
"6/8/2020 4:10:00 PM","100386"
"6/8/2020 4:11:00 PM","100368"
"6/8/2020 4:12:00 PM","100258"
"6/8/2020 4:13:00 PM","100613"
"6/8/2020 4:14:00 PM","100670"
"6/8/2020 4:15:00 PM","100682"
"6/8/2020 4:16:00 PM","100939"
"6/8/2020 4:17:00 PM","100749"
"6/8/2020 4:18:00 PM","100780"
"6/8/2020 4:19:00 PM","100879"
"6/8/2020 4:20:00 PM","100957"
"6/8/2020 4:21:00 PM","101026"
"6/8/2020 4:22:00 PM","101313"
"6/8/2020 4:23:00 PM","101574"
"6/8/2020 4:24:00 PM","101515"
"6/8/2020 4:25:00 PM","101184"
"6/8/2020 4:26:00 PM","101173"
"6/8/2020 4:27:00 PM","101186"
"6/8/2020 4:28:00 PM","101350"
"6/8/2020 4:29:00 PM","101867"
"6/8/2020 4:30:00 PM","101931"
"6/8/2020 4:31:00 PM","102266"
"6/8/2020 4:32:00 PM","102404"
"6/8/2020 4:33:00 PM","102648"
"6/8/2020 4:34:00 PM","102850"
"6/8/2020 4:35:00 PM","103388"
"6/8/2020 4:36:00 PM","103453"
"6/8/2020 4:37:00 PM","103477"
"6/8/2020 4:38:00 PM","103043"
"6/8/2020 4:39:00 PM","103095"
"6/8/2020 4:40:00 PM","103636"
"6/8/2020 4:41:00 PM","103586"
"6/8/2020 4:42:00 PM","103837"
"6/8/2020 4:43:00 PM","103865"
"6/8/2020 4:44:00 PM","103994"
"6/8/2020 4:45:00 PM","104032"
"6/8/2020 4:46:00 PM","103737"
"6/8/2020 4:47:00 PM","104113"
"6/8/2020 4:48:00 PM","104070"
"6/8/2020 4:49:00 PM","104239"
"6/8/2020 4:50:00 PM","103977"
"6/8/2020 4:51:00 PM","103880"
"6/8/2020 4:52:00 PM","103836"
"6/8/2020 4:53:00 PM","103872"
"6/8/2020 4:54:00 PM","104282"
"6/8/2020 4:55:00 PM","104493"
"6/8/2020 4:56:00 PM","104499"
"6/8/2020 4:57:00 PM","104249"
"6/8/2020 4:58:00 PM","104099"
"6/8/2020 4:59:00 PM","104407"
"6/8/2020 5:00:00 PM","104890"
"6/8/2020 5:01:00 PM","104822"
"6/8/2020 5:02:00 PM","104857"
"6/8/2020 5:03:00 PM","104802"
"6/8/2020 5:04:00 PM","104671"
"6/8/2020 5:05:00 PM","103761"
"6/8/2020 5:06:00 PM","103570"
"6/8/2020 5:07:00 PM","103018"
"6/8/2020 5:08:00 PM","103049"
"6/8/2020 5:09:00 PM","103311"
"6/8/2020 5:10:00 PM","103363"
"6/8/2020 5:11:00 PM","103768"
"6/8/2020 5:12:00 PM","103794"
"6/8/2020 5:13:00 PM","103712"
"6/8/2020 5:14:00 PM","103397"
"6/8/2020 5:15:00 PM","103556"
"6/8/2020 5:16:00 PM","103489"
"6/8/2020 5:17:00 PM","102988"
"6/8/2020 5:18:00 PM","103140"
"6/8/2020 5:19:00 PM","103323"
"6/8/2020 5:20:00 PM","103274"
"6/8/2020 5:21:00 PM","103430"
"6/8/2020 5:22:00 PM","103311"
"6/8/2020 5:23:00 PM","103259"
"6/8/2020 5:24:00 PM","103394"
"6/8/2020 5:25:00 PM","99848"
"6/8/2020 5:26:00 PM","99840"
"6/8/2020 5:27:00 PM","99830"
"6/8/2020 5:28:00 PM","99944"
"6/8/2020 5:29:00 PM","99561"
"6/8/2020 5:30:00 PM","99476"
"6/8/2020 5:31:00 PM","99473"
"6/8/2020 5:32:00 PM","99077"
"6/8/2020 5:33:00 PM","99355"
"6/8/2020 5:34:00 PM","99051"
"6/8/2020 5:35:00 PM","98859"
"6/8/2020 5:36:00 PM","98754"
"6/8/2020 5:37:00 PM","98931"
"6/8/2020 5:38:00 PM","99247"
"6/8/2020 5:39:00 PM","99070"
"6/8/2020 5:40:00 PM","98939"
"6/8/2020 5:41:00 PM","99060"
"6/8/2020 5:42:00 PM","98820"
"6/8/2020 5:43:00 PM","98403"
"6/8/2020 5:44:00 PM","98269"
"6/8/2020 5:45:00 PM","98273"
"6/8/2020 5:46:00 PM","98361"
"6/8/2020 5:47:00 PM","98364"
"6/8/2020 5:48:00 PM","98013"
"6/8/2020 5:49:00 PM","97949"
"6/8/2020 5:50:00 PM","97970"
"6/8/2020 5:51:00 PM","97656"
"6/8/2020 5:52:00 PM","97576"
"6/8/2020 5:53:00 PM","97591"
"6/8/2020 5:54:00 PM","97615"
"6/8/2020 5:55:00 PM","97412"
"6/8/2020 5:56:00 PM","97435"
"6/8/2020 5:57:00 PM","97451"
"6/8/2020 5:58:00 PM","97247"
"6/8/2020 5:59:00 PM","97833"
"6/8/2020 6:00:00 PM","98572"
"6/8/2020 6:01:00 PM","98927"
"6/8/2020 6:02:00 PM","98800"
"6/8/2020 6:03:00 PM","98932"
"6/8/2020 6:04:00 PM","98710"
"6/8/2020 6:05:00 PM","99059"
"6/8/2020 6:06:00 PM","98707"
"6/8/2020 6:07:00 PM","98509"
"6/8/2020 6:08:00 PM","98447"
"6/8/2020 6:09:00 PM","98301"
"6/8/2020 6:10:00 PM","98073"
"6/8/2020 6:11:00 PM","98021"
"6/8/2020 6:12:00 PM","98173"
"6/8/2020 6:13:00 PM","98066"
"6/8/2020 6:14:00 PM","98232"
"6/8/2020 6:15:00 PM","98181"
"6/8/2020 6:16:00 PM","98108"
"6/8/2020 6:17:00 PM","98041"
"6/8/2020 6:18:00 PM","97918"
"6/8/2020 6:19:00 PM","98235"
"6/8/2020 6:20:00 PM","98677"
"6/8/2020 6:21:00 PM","98620"
"6/8/2020 6:22:00 PM","98254"
"6/8/2020 6:23:00 PM","98213"
"6/8/2020 6:24:00 PM","98134"
"6/8/2020 6:25:00 PM","98217"
"6/8/2020 6:26:00 PM","98539"
"6/8/2020 6:27:00 PM","98583"
"6/8/2020 6:28:00 PM","98712"
"6/8/2020 6:29:00 PM","98523"
"6/8/2020 6:30:00 PM","98391"
"6/8/2020 6:31:00 PM","98163"
"6/8/2020 6:32:00 PM","98120"
"6/8/2020 6:33:00 PM","98007"
"6/8/2020 6:34:00 PM","98011"
"6/8/2020 6:35:00 PM","98246"
"6/8/2020 6:36:00 PM","98067"
"6/8/2020 6:37:00 PM","98015"
"6/8/2020 6:38:00 PM","98174"
"6/8/2020 6:39:00 PM","98120"
"6/8/2020 6:40:00 PM","98206"
"6/8/2020 6:41:00 PM","98305"
"6/8/2020 6:42:00 PM","98813"
"6/8/2020 6:43:00 PM","98602"
"6/8/2020 6:44:00 PM","98658"
"6/8/2020 6:45:00 PM","98617"
"6/8/2020 6:46:00 PM","98734"
"6/8/2020 6:47:00 PM","98718"
"6/8/2020 6:48:00 PM","98752"
"6/8/2020 6:49:00 PM","98689"
"6/8/2020 6:50:00 PM","98851"
"6/8/2020 6:51:00 PM","98965"
"6/8/2020 6:52:00 PM","98850"
"6/8/2020 6:53:00 PM","98757"
"6/8/2020 6:54:00 PM","98789"
"6/8/2020 6:55:00 PM","98871"
"6/8/2020 6:56:00 PM","98868"
"6/8/2020 6:57:00 PM","98898"
"6/8/2020 6:58:00 PM","98805"
"6/8/2020 6:59:00 PM","98766"
"6/8/2020 7:00:00 PM","99020"
"6/8/2020 7:01:00 PM","99295"
"6/8/2020 7:02:00 PM","99354"
"6/8/2020 7:03:00 PM","99638"
"6/8/2020 7:04:00 PM","99533"
"6/8/2020 7:05:00 PM","99413"
"6/8/2020 7:06:00 PM","99311"
"6/8/2020 7:07:00 PM","99111"
"6/8/2020 7:08:00 PM","99763"
"6/8/2020 7:09:00 PM","99315"
"6/8/2020 7:10:00 PM","99159"
"6/8/2020 7:11:00 PM","99153"
"6/8/2020 7:12:00 PM","98982"
"6/8/2020 7:13:00 PM","98995"
"6/8/2020 7:14:00 PM","99519"
"6/8/2020 7:15:00 PM","99985"
"6/8/2020 7:16:00 PM","99870"
"6/8/2020 7:17:00 PM","99895"
"6/8/2020 7:18:00 PM","99801"
"6/8/2020 7:19:00 PM","99718"
"6/8/2020 7:20:00 PM","100024"
"6/8/2020 7:21:00 PM","99641"
"6/8/2020 7:22:00 PM","99763"
"6/8/2020 7:23:00 PM","99650"
"6/8/2020 7:24:00 PM","99510"
"6/8/2020 7:25:00 PM","99729"
"6/8/2020 7:26:00 PM","99629"
"6/8/2020 7:27:00 PM","99794"
"6/8/2020 7:28:00 PM","99948"
"6/8/2020 7:29:00 PM","99936"
"6/8/2020 7:30:00 PM","100310"
"6/8/2020 7:31:00 PM","100256"
"6/8/2020 7:32:00 PM","100234"
"6/8/2020 7:33:00 PM","100899"
"6/8/2020 7:34:00 PM","101043"
"6/8/2020 7:35:00 PM","100923"
"6/8/2020 7:36:00 PM","100933"
"6/8/2020 7:37:00 PM","100766"
"6/8/2020 7:38:00 PM","100839"
"6/8/2020 7:39:00 PM","100817"
"6/8/2020 7:40:00 PM","100760"
"6/8/2020 7:41:00 PM","98835"
"6/8/2020 7:42:00 PM","98453"
"6/8/2020 7:43:00 PM","98527"
"6/8/2020 7:44:00 PM","98590"
"6/8/2020 7:45:00 PM","98781"
"6/8/2020 7:46:00 PM","98726"
"6/8/2020 7:47:00 PM","98855"
"6/8/2020 7:48:00 PM","99321"
"6/8/2020 7:49:00 PM","99489"
"6/8/2020 7:50:00 PM","99187"
"6/8/2020 7:51:00 PM","99130"
"6/8/2020 7:52:00 PM","99180"
"6/8/2020 7:53:00 PM","98853"
"6/8/2020 7:54:00 PM","98991"
"6/8/2020 7:55:00 PM","99119"
"6/8/2020 7:56:00 PM","98993"
"6/8/2020 7:57:00 PM","98791"
"6/8/2020 7:58:00 PM","99095"
"6/8/2020 7:59:00 PM","99062"
"6/8/2020 8:00:00 PM","99181"
"6/8/2020 8:01:00 PM","99439"
"6/8/2020 8:02:00 PM","99451"
"6/8/2020 8:03:00 PM","99627"
"6/8/2020 8:04:00 PM","99665"
"6/8/2020 8:05:00 PM","99475"
"6/8/2020 8:06:00 PM","99633"
"6/8/2020 8:07:00 PM","100204"
"6/8/2020 8:08:00 PM","100020"
"6/8/2020 8:09:00 PM","100105"
"6/8/2020 8:10:00 PM","100177"
"6/8/2020 8:11:00 PM","100184"
"6/8/2020 8:12:00 PM","100328"
"6/8/2020 8:13:00 PM","100500"
"6/8/2020 8:14:00 PM","100501"
"6/8/2020 8:15:00 PM","100402"
"6/8/2020 8:16:00 PM","101188"
"6/8/2020 8:17:00 PM","101512"
"6/8/2020 8:18:00 PM","101313"
"6/8/2020 8:19:00 PM","101409"
"6/8/2020 8:20:00 PM","101535"
"6/8/2020 8:21:00 PM","101357"
"6/8/2020 8:22:00 PM","101250"
"6/8/2020 8:23:00 PM","101041"
"6/8/2020 8:24:00 PM","101294"
"6/8/2020 8:25:00 PM","101334"
"6/8/2020 8:26:00 PM","101831"
"6/8/2020 8:27:00 PM","101794"
"6/8/2020 8:28:00 PM","101958"
"6/8/2020 8:29:00 PM","101839"
"6/8/2020 8:30:00 PM","101750"
"6/8/2020 8:31:00 PM","101353"
"6/8/2020 8:32:00 PM","101520"
"6/8/2020 8:33:00 PM","101698"
"6/8/2020 8:34:00 PM","101560"
"6/8/2020 8:35:00 PM","101861"
"6/8/2020 8:36:00 PM","101805"
"6/8/2020 8:37:00 PM","101740"
"6/8/2020 8:38:00 PM","101851"
"6/8/2020 8:39:00 PM","101614"
"6/8/2020 8:40:00 PM","101972"
"6/8/2020 8:41:00 PM","102079"
"6/8/2020 8:42:00 PM","102021"
"6/8/2020 8:43:00 PM","102110"
"6/8/2020 8:44:00 PM","102359"
"6/8/2020 8:45:00 PM","102558"
"6/8/2020 8:46:00 PM","102513"
"6/8/2020 8:47:00 PM","102416"
"6/8/2020 8:48:00 PM","102469"
"6/8/2020 8:49:00 PM","102752"
"6/8/2020 8:50:00 PM","102909"
"6/8/2020 8:51:00 PM","102837"
"6/8/2020 8:52:00 PM","102647"
"6/8/2020 8:53:00 PM","102959"
"6/8/2020 8:54:00 PM","102804"
"6/8/2020 8:55:00 PM","102549"
"6/8/2020 8:56:00 PM","102655"
"6/8/2020 8:57:00 PM","102422"
"6/8/2020 8:58:00 PM","102395"
"6/8/2020 8:59:00 PM","102298"
"6/8/2020 9:00:00 PM","102497"
"6/8/2020 9:01:00 PM","102667"
"6/8/2020 9:02:00 PM","102707"
"6/8/2020 9:03:00 PM","102634"
"6/8/2020 9:04:00 PM","102699"
"6/8/2020 9:05:00 PM","102476"
"6/8/2020 9:06:00 PM","102639"
"6/8/2020 9:07:00 PM","102293"
"6/8/2020 9:08:00 PM","102462"
"6/8/2020 9:09:00 PM","102892"
"6/8/2020 9:10:00 PM","102859"
"6/8/2020 9:11:00 PM","102812"
"6/8/2020 9:12:00 PM","102997"
"6/8/2020 9:13:00 PM","103002"
"6/8/2020 9:14:00 PM","102840"
"6/8/2020 9:15:00 PM","103165"
"6/8/2020 9:16:00 PM","102799"
"6/8/2020 9:17:00 PM","102942"
"6/8/2020 9:18:00 PM","102745"
"6/8/2020 9:19:00 PM","102827"
"6/8/2020 9:20:00 PM","102818"
"6/8/2020 9:21:00 PM","103091"
"6/8/2020 9:22:00 PM","102768"
"6/8/2020 9:23:00 PM","102497"
"6/8/2020 9:24:00 PM","102221"
"6/8/2020 9:25:00 PM","102158"
"6/8/2020 9:26:00 PM","102292"
"6/8/2020 9:27:00 PM","102491"
"6/8/2020 9:28:00 PM","102183"
"6/8/2020 9:29:00 PM","102226"
"6/8/2020 9:30:00 PM","102175"
"6/8/2020 9:31:00 PM","102039"
"6/8/2020 9:32:00 PM","102241"
"6/8/2020 9:33:00 PM","102217"
"6/8/2020 9:34:00 PM","102023"
"6/8/2020 9:35:00 PM","102099"
"6/8/2020 9:36:00 PM","101893"
"6/8/2020 9:37:00 PM","101777"
"6/8/2020 9:38:00 PM","101986"
"6/8/2020 9:39:00 PM","101793"
"6/8/2020 9:40:00 PM","101687"
"6/8/2020 9:41:00 PM","101537"
"6/8/2020 9:42:00 PM","101495"
"6/8/2020 9:43:00 PM","101371"
"6/8/2020 9:44:00 PM","101492"
"6/8/2020 9:45:00 PM","101538"
"6/8/2020 9:46:00 PM","101396"
"6/8/2020 9:47:00 PM","101710"
"6/8/2020 9:48:00 PM","102239"
"6/8/2020 9:49:00 PM","101889"
"6/8/2020 9:50:00 PM","101787"
"6/8/2020 9:51:00 PM","101832"
"6/8/2020 9:52:00 PM","101741"
"6/8/2020 9:53:00 PM","101745"
"6/8/2020 9:54:00 PM","101850"
"6/8/2020 9:55:00 PM","101715"
"6/8/2020 9:56:00 PM","102330"
"6/8/2020 9:57:00 PM","101943"
"6/8/2020 9:58:00 PM","98961"
"6/8/2020 9:59:00 PM","99149"
"6/8/2020 10:00:00 PM","99226"
"6/8/2020 10:01:00 PM","98864"
"6/8/2020 10:02:00 PM","98730"
"6/8/2020 10:03:00 PM","98886"
"6/8/2020 10:04:00 PM","98954"
"6/8/2020 10:05:00 PM","100032"
"6/8/2020 10:06:00 PM","99900"
"6/8/2020 10:07:00 PM","99681"
"6/8/2020 10:08:00 PM","98994"
"6/8/2020 10:09:00 PM","99170"
"6/8/2020 10:10:00 PM","99362"
"6/8/2020 10:11:00 PM","99556"
"6/8/2020 10:12:00 PM","99363"
"6/8/2020 10:13:00 PM","99244"
"6/8/2020 10:14:00 PM","99123"
"6/8/2020 10:15:00 PM","99222"
"6/8/2020 10:16:00 PM","99475"
"6/8/2020 10:17:00 PM","99041"
"6/8/2020 10:18:00 PM","99323"
"6/8/2020 10:19:00 PM","99033"
"6/8/2020 10:20:00 PM","98865"
"6/8/2020 10:21:00 PM","98875"
"6/8/2020 10:22:00 PM","99316"
"6/8/2020 10:23:00 PM","99258"
"6/8/2020 10:24:00 PM","99130"
"6/8/2020 10:25:00 PM","98887"
"6/8/2020 10:26:00 PM","98863"
"6/8/2020 10:27:00 PM","98753"
"6/8/2020 10:28:00 PM","99029"
"6/8/2020 10:29:00 PM","99004"
"6/8/2020 10:30:00 PM","99129"
"6/8/2020 10:31:00 PM","99007"
"6/8/2020 10:32:00 PM","98925"
"6/8/2020 10:33:00 PM","98867"
"6/8/2020 10:34:00 PM","99007"
"6/8/2020 10:35:00 PM","99146"
"6/8/2020 10:36:00 PM","99415"
"6/8/2020 10:37:00 PM","99121"
"6/8/2020 10:38:00 PM","99225"
"6/8/2020 10:39:00 PM","99001"
"6/8/2020 10:40:00 PM","98898"
"6/8/2020 10:41:00 PM","99204"
"6/8/2020 10:42:00 PM","99081"
"6/8/2020 10:43:00 PM","99169"
"6/8/2020 10:44:00 PM","98848"
"6/8/2020 10:45:00 PM","98938"
"6/8/2020 10:46:00 PM","99266"
"6/8/2020 10:47:00 PM","99343"
"6/8/2020 10:48:00 PM","99259"
"6/8/2020 10:49:00 PM","99406"
"6/8/2020 10:50:00 PM","99295"
"6/8/2020 10:51:00 PM","99525"
"6/8/2020 10:52:00 PM","99866"
"6/8/2020 10:53:00 PM","99859"
"6/8/2020 10:54:00 PM","99657"
"6/8/2020 10:55:00 PM","99827"
"6/8/2020 10:56:00 PM","99824"
"6/8/2020 10:57:00 PM","99563"
"6/8/2020 10:58:00 PM","99951"
"6/8/2020 10:59:00 PM","99727"
"6/8/2020 11:00:00 PM","99732"
"6/8/2020 11:01:00 PM","99886"
"6/8/2020 11:02:00 PM","99934"
"6/8/2020 11:03:00 PM","100013"
"6/8/2020 11:04:00 PM","100000"
"6/8/2020 11:05:00 PM","100036"
"6/8/2020 11:06:00 PM","100224"
"6/8/2020 11:07:00 PM","100004"
"6/8/2020 11:08:00 PM","99952"
"6/8/2020 11:09:00 PM","99858"
"6/8/2020 11:10:00 PM","100154"
"6/8/2020 11:11:00 PM","100024"
"6/8/2020 11:12:00 PM","99833"
"6/8/2020 11:13:00 PM","99829"
"6/8/2020 11:14:00 PM","100105"
"6/8/2020 11:15:00 PM","100267"
"6/8/2020 11:16:00 PM","100097"
"6/8/2020 11:17:00 PM","99972"
"6/8/2020 11:18:00 PM","99773"
"6/8/2020 11:19:00 PM","100138"
"6/8/2020 11:20:00 PM","100416"
"6/8/2020 11:21:00 PM","99772"
"6/8/2020 11:22:00 PM","99574"
"6/8/2020 11:23:00 PM","99617"
"6/8/2020 11:24:00 PM","100139"
"6/8/2020 11:25:00 PM","100724"
"6/8/2020 11:26:00 PM","100337"
"6/8/2020 11:27:00 PM","100306"
"6/8/2020 11:28:00 PM","99809"
"6/8/2020 11:29:00 PM","99759"
"6/8/2020 11:30:00 PM","99805"
"6/8/2020 11:31:00 PM","99853"
"6/8/2020 11:32:00 PM","99810"
"6/8/2020 11:33:00 PM","99425"
"6/8/2020 11:34:00 PM","99492"
"6/8/2020 11:35:00 PM","99402"
"6/8/2020 11:36:00 PM","99403"
"6/8/2020 11:37:00 PM","99420"
"6/8/2020 11:38:00 PM","99653"
"6/8/2020 11:39:00 PM","100097"
"6/8/2020 11:40:00 PM","100145"
"6/8/2020 11:41:00 PM","100077"
"6/8/2020 11:42:00 PM","99780"
"6/8/2020 11:43:00 PM","100012"
"6/8/2020 11:44:00 PM","99905"
"6/8/2020 11:45:00 PM","99809"
"6/8/2020 11:46:00 PM","99854"
"6/8/2020 11:47:00 PM","100048"
"6/8/2020 11:48:00 PM","99776"
"6/8/2020 11:49:00 PM","100261"
"6/8/2020 11:50:00 PM","100450"
"6/8/2020 11:51:00 PM","100723"
"6/8/2020 11:52:00 PM","100760"
"6/8/2020 11:53:00 PM","100405"
"6/8/2020 11:54:00 PM","100064"
"6/8/2020 11:55:00 PM","100337"
"6/8/2020 11:56:00 PM","101333"
"6/8/2020 11:57:00 PM","101594"
"6/8/2020 11:58:00 PM","100833"
"6/8/2020 11:59:00 PM","100760"
"6/9/2020","100967"
"6/9/2020 12:01:00 AM","101326"
"6/9/2020 12:02:00 AM","101767"
"6/9/2020 12:03:00 AM","101400"
"6/9/2020 12:04:00 AM","101459"
"6/9/2020 12:05:00 AM","101289"
"6/9/2020 12:06:00 AM","101533"
"6/9/2020 12:07:00 AM","101364"
"6/9/2020 12:08:00 AM","101642"
"6/9/2020 12:09:00 AM","101834"
"6/9/2020 12:10:00 AM","101831"
"6/9/2020 12:11:00 AM","102087"
"6/9/2020 12:12:00 AM","102048"
"6/9/2020 12:13:00 AM","101901"
"6/9/2020 12:14:00 AM","100068"
"6/9/2020 12:15:00 AM","100172"
"6/9/2020 12:16:00 AM","100132"
"6/9/2020 12:17:00 AM","100091"
"6/9/2020 12:18:00 AM","99946"
"6/9/2020 12:19:00 AM","99737"
"6/9/2020 12:20:00 AM","99645"
"6/9/2020 12:21:00 AM","99441"
"6/9/2020 12:22:00 AM","99287"
"6/9/2020 12:23:00 AM","99570"
"6/9/2020 12:24:00 AM","100618"
"6/9/2020 12:25:00 AM","101034"
"6/9/2020 12:26:00 AM","100755"
"6/9/2020 12:27:00 AM","100576"
"6/9/2020 12:28:00 AM","100688"
"6/9/2020 12:29:00 AM","101113"
"6/9/2020 12:30:00 AM","100947"
"6/9/2020 12:31:00 AM","100599"
"6/9/2020 12:32:00 AM","100484"
"6/9/2020 12:33:00 AM","100482"
"6/9/2020 12:34:00 AM","100776"
"6/9/2020 12:35:00 AM","100640"
"6/9/2020 12:36:00 AM","100645"
"6/9/2020 12:37:00 AM","100658"
"6/9/2020 12:38:00 AM","100423"
"6/9/2020 12:39:00 AM","100080"
"6/9/2020 12:40:00 AM","99644"
"6/9/2020 12:41:00 AM","99463"
"6/9/2020 12:42:00 AM","99406"
"6/9/2020 12:43:00 AM","99209"
"6/9/2020 12:44:00 AM","99266"
"6/9/2020 12:45:00 AM","99461"
"6/9/2020 12:46:00 AM","99517"
"6/9/2020 12:47:00 AM","99674"
"6/9/2020 12:48:00 AM","99687"
"6/9/2020 12:49:00 AM","99653"
"6/9/2020 12:50:00 AM","99974"
"6/9/2020 12:51:00 AM","99910"
"6/9/2020 12:52:00 AM","99932"
"6/9/2020 12:53:00 AM","100177"
"6/9/2020 12:54:00 AM","99949"
"6/9/2020 12:55:00 AM","100007"
"6/9/2020 12:56:00 AM","99776"
"6/9/2020 12:57:00 AM","99490"
"6/9/2020 12:58:00 AM","99632"
"6/9/2020 12:59:00 AM","99675"
"6/9/2020 1:00:00 AM","100055"
"6/9/2020 1:01:00 AM","100079"
"6/9/2020 1:02:00 AM","100404"
"6/9/2020 1:03:00 AM","100359"
"6/9/2020 1:04:00 AM","100250"
"6/9/2020 1:05:00 AM","100388"
"6/9/2020 1:06:00 AM","100166"
"6/9/2020 1:07:00 AM","99887"
"6/9/2020 1:08:00 AM","99933"
"6/9/2020 1:09:00 AM","100376"
"6/9/2020 1:10:00 AM","100854"
"6/9/2020 1:11:00 AM","101167"
"6/9/2020 1:12:00 AM","101035"
"6/9/2020 1:13:00 AM","100648"
"6/9/2020 1:14:00 AM","100724"
"6/9/2020 1:15:00 AM","100644"
"6/9/2020 1:16:00 AM","100646"
"6/9/2020 1:17:00 AM","100791"
"6/9/2020 1:18:00 AM","100735"
"6/9/2020 1:19:00 AM","100802"
"6/9/2020 1:20:00 AM","100847"
"6/9/2020 1:21:00 AM","100696"
"6/9/2020 1:22:00 AM","101034"
"6/9/2020 1:23:00 AM","101099"
"6/9/2020 1:24:00 AM","100896"
"6/9/2020 1:25:00 AM","101082"
"6/9/2020 1:26:00 AM","100942"
"6/9/2020 1:27:00 AM","101157"
